"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstprl","trstplt","trstprt","trstep","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","atchctr","atcherp","prob","stratum","psu"
"ESS10e03_2",10,"3.2","02.11.2023",25589,"FR",0.98308516,0.7718258,2.817406,2.1745465,8,6,5,3,7,10,2,7,9,8,9,9,8,7,0.00012235795,1295,9881
"ESS10e03_2",10,"3.2","02.11.2023",25604,"FR",0.9853216,1.2480243,2.817406,3.516191,4,4,5,5,2,6,5,5,5,7,8,6,9,5,0.00012208022,1292,10018
"ESS10e03_2",10,"3.2","02.11.2023",25610,"FR",1.0162346,0.80048275,2.817406,2.2552848,4,5,4,5,0,5,4,6,5,4,4,7,9,6,0.00011836664,1299,9827
"ESS10e03_2",10,"3.2","02.11.2023",25631,"FR",0.98110753,0.74461246,2.817406,2.0978756,4,7,2,1,7,9,5,7,6,5,7,8,8,7,0.00012260459,1311,9719
"ESS10e03_2",10,"3.2","02.11.2023",25636,"FR",0.9883396,1.067414,2.817406,3.0073385,7,5,5,7,77,5,6,7,7,7,10,7,10,5,0.00012170744,1305,10037
"ESS10e03_2",10,"3.2","02.11.2023",25641,"FR",1.0193236,1.1221744,2.817406,3.1616206,6,6,4,3,6,10,8,7,7,3,8,8,9,6,0.00011800794,1327,9767
"ESS10e03_2",10,"3.2","02.11.2023",25644,"FR",1.0026001,0.8272263,2.817406,2.3306322,4,3,3,5,5,7,4,6,8,5,7,8,8,6,0.00011997633,1298,9837
"ESS10e03_2",10,"3.2","02.11.2023",25653,"FR",0.9852343,1.3530289,2.817406,3.8120315,7,6,4,7,9,7,5,6,6,6,6,7,7,7,0.00012209103,1327,9857
"ESS10e03_2",10,"3.2","02.11.2023",25685,"FR",1.0079614,0.73951745,2.817406,2.083521,6,6,6,6,3,7,6,6,7,6,9,7,7,8,0.00011933818,1319,9802
"ESS10e03_2",10,"3.2","02.11.2023",25690,"FR",0.9852343,1.2338524,2.817406,3.476263,3,3,3,88,3,10,3,4,5,7,7,9,8,6,0.00012209103,1327,9857
"ESS10e03_2",10,"3.2","02.11.2023",25695,"FR",1.0052274,0.7630372,2.817406,2.1497855,5,0,2,5,7,8,3,5,5,5,7,7,8,6,0.00011966275,1340,9934
"ESS10e03_2",10,"3.2","02.11.2023",25709,"FR",1.006685,0.8037612,2.817406,2.2645214,3,3,3,6,3,8,4,5,5,7,9,8,9,6,0.000119489494,1340,9939
"ESS10e03_2",10,"3.2","02.11.2023",25725,"FR",1.0186443,0.7793029,2.817406,2.1956124,6,2,2,2,88,8,6,6,6,6,6,4,6,6,0.00011808663,1301,9714
"ESS10e03_2",10,"3.2","02.11.2023",25726,"FR",1.0047714,0.7613328,2.817406,2.1449835,2,2,2,3,5,8,4,5,5,6,7,7,6,5,0.000119717064,1296,9920
"ESS10e03_2",10,"3.2","02.11.2023",25733,"FR",1.0055448,0.8783517,2.817406,2.4746733,5,5,5,5,6,7,4,5,4,6,8,7,7,6,0.00011962498,1311,9720
"ESS10e03_2",10,"3.2","02.11.2023",25739,"FR",1.0091529,0.96349233,2.817406,2.714549,8,5,5,7,4,7,2,4,4,8,7,8,10,10,0.000119197284,1292,10084
"ESS10e03_2",10,"3.2","02.11.2023",25743,"FR",1.0193236,1.0795594,2.817406,3.041557,3,3,3,3,5,6,3,1,5,5,1,6,8,8,0.00011800794,1327,9767
"ESS10e03_2",10,"3.2","02.11.2023",25745,"FR",0.9843174,1.3740045,2.817406,3.8711283,8,4,1,8,5,8,8,8,7,4,10,9,10,9,0.00012220477,1304,9738
"ESS10e03_2",10,"3.2","02.11.2023",25767,"FR",1.0189178,0.9245151,2.817406,2.6047344,6,6,6,6,6,8,6,6,7,8,8,8,10,8,0.00011805494,1335,9901
"ESS10e03_2",10,"3.2","02.11.2023",25775,"FR",1.0030011,1.8704264,2.817406,5.2697506,2,3,2,3,5,5,4,4,5,3,3,6,7,7,0.00011992836,1339,9931
"ESS10e03_2",10,"3.2","02.11.2023",25777,"FR",0.9802654,0.9461826,2.817406,2.6657805,0,0,0,0,10,5,3,5,6,2,3,7,10,5,0.00012270991,1292,10015
"ESS10e03_2",10,"3.2","02.11.2023",25800,"FR",1.0025316,1.2135389,2.817406,3.4190316,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0.00011998452,1340,9941
"ESS10e03_2",10,"3.2","02.11.2023",25811,"FR",0.9838997,0.74551797,2.817406,2.1004267,5,5,5,5,6,7,7,6,7,6,7,8,10,7,0.00012225665,1296,9919
"ESS10e03_2",10,"3.2","02.11.2023",25816,"FR",0.9883396,0.9849285,2.817406,2.7749434,0,0,0,0,88,7,0,2,1,2,0,8,10,0,0.00012170744,1305,10037
"ESS10e03_2",10,"3.2","02.11.2023",25828,"FR",0.9940342,1.4887961,2.817406,4.194543,7,3,3,2,5,8,88,6,6,7,6,8,7,3,0.000121010205,1292,10070
"ESS10e03_2",10,"3.2","02.11.2023",25847,"FR",0.98092735,1.2915033,2.817406,3.638689,4,4,4,5,6,6,5,4,6,5,7,6,4,7,0.0001226271,1292,10066
"ESS10e03_2",10,"3.2","02.11.2023",25853,"FR",1.0072652,0.681878,2.817406,1.921127,5,3,4,5,5,9,7,7,7,3,5,9,8,8,0.00011942067,1335,9902
"ESS10e03_2",10,"3.2","02.11.2023",25859,"FR",1.0119108,1.0260264,2.817406,2.8907328,10,10,9,10,3,9,9,6,10,7,7,8,10,10,0.00011887241,1292,10085
"ESS10e03_2",10,"3.2","02.11.2023",25868,"FR",1.0112793,0.6845954,2.817406,1.928783,1,0,0,1,3,7,3,0,4,3,3,7,8,3,0.00011894664,1319,10014
"ESS10e03_2",10,"3.2","02.11.2023",25911,"FR",1.0068319,0.8439347,2.817406,2.3777065,3,4,3,3,8,8,6,7,8,3,3,8,8,8,0.00011947205,1301,10007
"ESS10e03_2",10,"3.2","02.11.2023",25928,"FR",0.9936224,0.7602784,2.817406,2.1420128,2,0,0,3,2,6,3,2,5,6,4,7,2,4,0.00012106035,1301,9717
"ESS10e03_2",10,"3.2","02.11.2023",25941,"FR",0.9932315,0.7897691,2.817406,2.2251,0,4,3,3,5,2,0,2,2,6,9,4,10,5,0.000121108,1316,9896
"ESS10e03_2",10,"3.2","02.11.2023",25943,"FR",1.0191675,0.8263505,2.817406,2.3281648,5,5,4,4,7,7,6,5,7,6,5,8,8,6,0.00011802601,1299,10032
"ESS10e03_2",10,"3.2","02.11.2023",25951,"FR",0.9885386,1.1873091,2.817406,3.3451316,5,5,4,88,8,7,7,5,88,4,7,7,10,0,0.00012168293,1298,9839
"ESS10e03_2",10,"3.2","02.11.2023",25952,"FR",1.0068319,0.77038586,2.817406,2.1704895,8,8,7,8,6,9,6,6,7,5,5,8,10,8,0.00011947205,1301,10007
"ESS10e03_2",10,"3.2","02.11.2023",25997,"FR",1.0025316,1.418491,2.817406,3.996465,5,5,5,88,5,4,3,3,5,5,9,8,10,10,0.00011998452,1340,9941
"ESS10e03_2",10,"3.2","02.11.2023",26008,"FR",0.9927003,1.0505778,2.817406,2.959904,4,5,4,4,5,6,3,4,5,5,7,8,5,5,0.00012117281,1305,10041
"ESS10e03_2",10,"3.2","02.11.2023",26023,"FR",1.0093362,1.0928133,2.817406,3.0788984,3,3,3,3,5,10,0,4,3,6,10,10,10,10,0.000119175624,1298,9836
"ESS10e03_2",10,"3.2","02.11.2023",26027,"FR",0.9929822,1.5184773,2.817406,4.278167,5,3,2,3,5,7,3,8,7,7,9,8,9,7,0.0001211384,1319,10012
"ESS10e03_2",10,"3.2","02.11.2023",26043,"FR",0.9910694,0.83072245,2.817406,2.3404822,1,0,0,0,0,8,7,5,5,3,8,8,10,2,0.00012137221,1301,10009
"ESS10e03_2",10,"3.2","02.11.2023",26052,"FR",1.0069588,1.0902393,2.817406,3.0716465,5,5,5,5,5,9,7,6,7,8,9,9,8,10,0.000119457,1298,9838
"ESS10e03_2",10,"3.2","02.11.2023",26057,"FR",1.0210932,0.8285749,2.817406,2.334432,7,5,5,5,8,9,5,6,8,7,8,9,9,7,0.00011780342,1299,9740
"ESS10e03_2",10,"3.2","02.11.2023",26066,"FR",1.0019847,1.1965781,2.817406,3.3712463,0,0,0,0,88,0,0,0,0,0,0,10,10,0,0.00012005002,1299,9741
"ESS10e03_2",10,"3.2","02.11.2023",26070,"FR",0.98322123,1.381517,2.817406,3.8922942,0,0,0,0,88,6,3,6,6,5,5,7,5,5,0.000122341,1336,9965
"ESS10e03_2",10,"3.2","02.11.2023",26077,"FR",0.9815463,1.0710413,2.817406,3.017558,4,5,7,7,0,7,4,2,8,5,9,9,8,8,0.00012254978,1340,9962
"ESS10e03_2",10,"3.2","02.11.2023",26079,"FR",0.9934876,1.3882859,2.817406,3.9113648,5,5,9,88,88,9,5,7,88,8,6,9,8,8,0.00012107678,1327,9770
"ESS10e03_2",10,"3.2","02.11.2023",26091,"FR",1.0105566,0.82002467,2.817406,2.3103423,4,2,2,5,5,8,7,5,6,1,3,7,2,2,0.00011903172,1304,9978
"ESS10e03_2",10,"3.2","02.11.2023",26096,"FR",0.98616713,0.80419147,2.817406,2.2657337,6,5,4,8,5,10,7,7,2,88,8,9,8,10,0.00012197555,1297,9759
"ESS10e03_2",10,"3.2","02.11.2023",26099,"FR",0.9890597,1.0189763,2.817406,2.8708699,2,2,2,3,3,4,3,3,4,7,6,7,9,8,0.000121618825,1295,10046
"ESS10e03_2",10,"3.2","02.11.2023",26100,"FR",1.0208637,0.76437426,2.817406,2.1535525,3,4,2,2,5,5,3,5,4,6,7,6,7,3,0.00011782992,1299,10035
"ESS10e03_2",10,"3.2","02.11.2023",26110,"FR",0.9833813,1.0826051,2.817406,3.050138,4,4,4,4,6,7,3,4,3,5,7,7,5,5,0.0001223211,1327,9771
"ESS10e03_2",10,"3.2","02.11.2023",26118,"FR",0.98077834,0.8067012,2.817406,2.2728047,5,4,4,6,3,7,6,5,6,3,7,7,8,7,0.00012264574,1311,9944
"ESS10e03_2",10,"3.2","02.11.2023",26128,"FR",1.0039972,0.80804557,2.817406,2.2765923,7,4,4,7,7,9,3,6,6,6,5,9,8,6,0.00011980938,1301,9990
"ESS10e03_2",10,"3.2","02.11.2023",26132,"FR",0.98665744,1.8472272,2.817406,5.2043886,4,3,3,5,88,9,88,4,6,3,7,8,8,7,0.000121914934,1292,10019
"ESS10e03_2",10,"3.2","02.11.2023",26159,"FR",0.98322123,0.91986895,2.817406,2.591644,2,5,5,1,1,6,0,0,0,2,0,6,8,0,0.000122341,1336,9750
"ESS10e03_2",10,"3.2","02.11.2023",26169,"FR",0.9929822,0.90098214,2.817406,2.5384324,6,6,5,7,3,8,5,6,6,6,8,8,6,6,0.0001211384,1319,10012
"ESS10e03_2",10,"3.2","02.11.2023",26172,"FR",0.98780984,0.98455393,2.817406,2.773888,7,5,1,5,5,10,7,5,6,8,4,10,8,6,0.00012177271,1305,9746
"ESS10e03_2",10,"3.2","02.11.2023",26183,"FR",0.9211704,0.70484126,2.817406,1.9858239,3,0,0,88,0,7,6,2,3,1,8,8,5,5,0.000130582,1324,9835
"ESS10e03_2",10,"3.2","02.11.2023",26197,"FR",0.9846112,1.5459273,2.817406,4.3555045,6,6,5,7,5,7,6,6,7,7,8,8,8,7,0.0001221683,1293,9984
"ESS10e03_2",10,"3.2","02.11.2023",26210,"FR",0.9929822,1.1800696,2.817406,3.324735,2,3,3,2,7,7,3,2,5,7,8,7,10,3,0.0001211384,1319,10012
"ESS10e03_2",10,"3.2","02.11.2023",26220,"FR",0.9985615,0.82354605,2.817406,2.3202634,5,3,5,7,5,10,4,3,8,0,10,10,9,8,0.00012046156,1295,10044
"ESS10e03_2",10,"3.2","02.11.2023",26224,"FR",1.0152873,0.7478969,2.817406,2.107129,8,6,6,6,3,9,6,6,8,6,6,8,8,8,0.000118477095,1327,9873
"ESS10e03_2",10,"3.2","02.11.2023",26226,"FR",1.0068319,0.8439347,2.817406,2.3777065,3,3,3,2,3,10,7,5,3,6,5,10,9,4,0.00011947205,1301,10007
"ESS10e03_2",10,"3.2","02.11.2023",26230,"FR",0.99778175,1.6674868,2.817406,4.697987,5,5,5,5,4,7,88,6,7,3,8,7,6,5,0.0001205557,1292,10080
"ESS10e03_2",10,"3.2","02.11.2023",26233,"FR",1.015745,0.8000969,2.817406,2.2541978,5,5,5,5,3,4,3,3,3,5,4,5,7,7,0.0001184237,1299,10033
"ESS10e03_2",10,"3.2","02.11.2023",26238,"FR",0.9871718,0.76272696,2.817406,2.1489115,10,8,5,8,5,10,7,8,8,8,8,10,10,10,0.00012185141,1296,9852
"ESS10e03_2",10,"3.2","02.11.2023",26250,"FR",1.02348,0.70706415,2.817406,1.9920866,4,4,4,4,4,9,5,8,8,5,4,9,9,9,0.000117528696,1319,10011
"ESS10e03_2",10,"3.2","02.11.2023",26255,"FR",1.0137805,0.833846,2.817406,2.3492825,2,1,1,1,3,8,3,5,6,3,7,6,8,5,0.00011865318,1340,9936
"ESS10e03_2",10,"3.2","02.11.2023",26257,"FR",1.0112793,0.92683864,2.817406,2.6112807,5,2,2,2,88,9,2,1,2,7,8,8,7,5,0.00011894664,1319,10014
"ESS10e03_2",10,"3.2","02.11.2023",26280,"FR",1.0212092,0.7647521,2.817406,2.154617,8,3,3,3,5,7,4,7,7,7,8,8,9,6,0.00011779005,1299,9824
"ESS10e03_2",10,"3.2","02.11.2023",26290,"FR",1.0039972,0.80804557,2.817406,2.2765923,6,4,4,4,4,9,5,4,5,6,7,8,10,8,0.00011980938,1301,9990
"ESS10e03_2",10,"3.2","02.11.2023",26291,"FR",1.0048459,1.3229946,2.817406,3.7274127,1,0,3,2,2,7,2,0,0,5,6,8,5,1,0.00011970819,1292,10086
"ESS10e03_2",10,"3.2","02.11.2023",26299,"FR",0.9909397,1.3237988,2.817406,3.7296784,3,3,3,6,7,8,5,5,4,7,5,10,10,7,0.0001213881,1295,9898
"ESS10e03_2",10,"3.2","02.11.2023",26300,"FR",0.9852343,0.77073276,2.817406,2.171467,6,2,88,88,88,7,6,7,5,3,5,7,7,7,0.00012209103,1327,9857
"ESS10e03_2",10,"3.2","02.11.2023",26308,"FR",1.0188291,0.8199828,2.817406,2.3102245,2,0,0,0,5,0,2,0,0,7,8,8,7,1,0.00011806521,1301,9992
"ESS10e03_2",10,"3.2","02.11.2023",26314,"FR",0.99768436,0.6968072,2.817406,1.9631888,7,7,6,5,9,9,7,7,9,7,6,9,10,8,0.00012056747,1319,9804
"ESS10e03_2",10,"3.2","02.11.2023",26324,"FR",1.0093565,0.90274626,2.817406,2.5434027,0,0,0,0,5,7,0,3,0,7,7,8,7,4,0.00011917324,1341,9925
"ESS10e03_2",10,"3.2","02.11.2023",26327,"FR",1.0012789,0.80701244,2.817406,2.2736816,3,9,6,8,10,8,7,8,7,8,8,8,10,10,0.000120134646,1311,10031
"ESS10e03_2",10,"3.2","02.11.2023",26348,"FR",1.0213083,0.8998865,2.817406,2.5353456,8,7,2,6,5,10,7,7,7,8,9,8,10,10,0.00011777861,1292,10077
"ESS10e03_2",10,"3.2","02.11.2023",26362,"FR",0.98530763,1.2401576,2.817406,3.4940274,8,5,5,7,10,8,7,3,7,8,10,9,10,7,0.00012208195,1303,9734
"ESS10e03_2",10,"3.2","02.11.2023",26370,"FR",0.98470485,1.39678,2.817406,3.9352963,0,3,3,3,3,4,3,3,2,5,7,7,6,4,0.00012215668,1305,10040
"ESS10e03_2",10,"3.2","02.11.2023",26384,"FR",1.0093362,0.6746407,2.817406,1.9007367,10,7,5,8,5,9,6,8,9,8,10,9,7,5,0.000119175624,1298,9836
"ESS10e03_2",10,"3.2","02.11.2023",26394,"FR",0.9878338,0.81250435,2.817406,2.2891545,6,3,3,6,2,5,5,4,5,4,3,9,9,9,0.00012176976,1340,9957
"ESS10e03_2",10,"3.2","02.11.2023",26406,"FR",0.9924261,0.7592449,2.817406,2.139101,0,0,0,0,4,8,3,2,0,3,6,9,5,5,0.000121206285,1301,9799
"ESS10e03_2",10,"3.2","02.11.2023",26424,"FR",0.9902507,1.0420519,2.817406,2.9358833,5,6,4,7,77,4,4,5,5,7,3,8,8,6,0.00012147255,1339,9998
"ESS10e03_2",10,"3.2","02.11.2023",26435,"FR",1.0030011,1.0654604,2.817406,3.0018344,5,6,3,6,5,7,5,6,5,3,5,8,10,10,0.00011992836,1339,9931
"ESS10e03_2",10,"3.2","02.11.2023",26438,"FR",0.990995,1.242676,2.817406,3.5011227,4,3,5,7,3,7,4,6,6,4,7,7,10,6,0.00012138132,1292,10068
"ESS10e03_2",10,"3.2","02.11.2023",26454,"FR",1.0105566,1.0878786,2.817406,3.0649955,7,5,5,7,5,7,4,6,7,6,7,7,6,6,0.00011903172,1304,9978
"ESS10e03_2",10,"3.2","02.11.2023",26455,"FR",0.9833813,1.1553576,2.817406,3.2551112,3,3,2,1,6,7,3,7,7,4,9,5,10,8,0.0001223211,1327,9771
"ESS10e03_2",10,"3.2","02.11.2023",26462,"FR",0.9965979,0.6352889,2.817406,1.7898667,3,0,0,3,5,9,3,4,0,3,6,8,8,8,0.00012069891,1319,9803
"ESS10e03_2",10,"3.2","02.11.2023",26489,"FR",0.99768436,0.6753921,2.817406,1.9028536,3,4,2,88,5,7,5,6,6,88,8,8,10,8,0.00012056747,1319,9804
"ESS10e03_2",10,"3.2","02.11.2023",26491,"FR",1.0114357,1.0914838,2.817406,3.0751529,8,5,3,8,3,8,5,4,7,6,8,8,8,10,0.00011892824,1305,10036
"ESS10e03_2",10,"3.2","02.11.2023",26498,"FR",1.0208637,0.7644932,2.817406,2.1538877,5,5,4,4,5,8,5,4,5,6,5,7,9,6,0.00011782992,1299,10035
"ESS10e03_2",10,"3.2","02.11.2023",26511,"FR",1.0011139,0.8431271,2.817406,2.375431,8,5,5,8,6,10,6,7,7,8,8,10,10,7,0.000120154444,1293,9982
"ESS10e03_2",10,"3.2","02.11.2023",26533,"FR",0.98530763,0.9091794,2.817406,2.5615273,0,0,0,0,5,0,0,0,0,6,0,5,5,0,0.00012208195,1303,9734
"ESS10e03_2",10,"3.2","02.11.2023",26534,"FR",0.98068714,1.2297503,2.817406,3.4647057,5,3,3,5,5,5,5,6,6,8,8,5,10,10,0.00012265713,1292,10024
"ESS10e03_2",10,"3.2","02.11.2023",26555,"FR",0.998622,0.79405564,2.817406,2.2371771,0,2,0,0,88,9,6,77,77,5,7,6,77,77,0.000120454264,1299,9976
"ESS10e03_2",10,"3.2","02.11.2023",26556,"FR",1.0048041,1.2727008,2.817406,3.5857146,5,5,4,88,0,7,5,88,4,3,5,7,5,5,0.00011971316,1292,10026
"ESS10e03_2",10,"3.2","02.11.2023",26580,"FR",0.9905261,0.64763004,2.817406,1.8246367,3,0,0,0,10,10,3,3,0,0,3,10,10,0,0.00012143878,1327,9885
"ESS10e03_2",10,"3.2","02.11.2023",26581,"FR",0.99502784,1.0749105,2.817406,3.0284593,4,4,3,4,5,5,4,4,5,4,7,7,8,6,0.00012088937,1340,9959
"ESS10e03_2",10,"3.2","02.11.2023",26592,"FR",0.98092735,1.2424582,2.817406,3.500509,6,5,5,7,5,8,5,5,6,5,7,8,10,7,0.0001226271,1292,10066
"ESS10e03_2",10,"3.2","02.11.2023",26609,"FR",1.0175238,1.0378337,2.817406,2.9239988,2,3,3,6,4,8,5,5,3,6,6,10,8,8,0.00011821668,1295,9900
"ESS10e03_2",10,"3.2","02.11.2023",26611,"FR",1.0112793,0.6986353,2.817406,1.9683391,5,5,5,5,5,9,6,7,7,8,7,9,9,8,0.00011894664,1319,10014
"ESS10e03_2",10,"3.2","02.11.2023",26618,"FR",0.9985615,1.0693758,2.817406,3.0128655,9,7,7,9,7,9,6,8,8,5,8,9,7,6,0.00012046156,1295,10044
"ESS10e03_2",10,"3.2","02.11.2023",26632,"FR",0.9871718,0.76272696,2.817406,2.1489115,3,3,2,6,5,9,2,9,3,3,5,9,10,10,0.00012185141,1296,9852
"ESS10e03_2",10,"3.2","02.11.2023",26639,"FR",1.0124674,0.74581945,2.817406,2.1012762,3,5,3,5,5,6,4,7,5,6,5,7,7,4,0.00011880707,1327,9887
"ESS10e03_2",10,"3.2","02.11.2023",26650,"FR",0.98373044,0.6575258,2.817406,1.852517,3,4,2,3,0,8,5,7,8,6,8,7,10,10,0.00012227769,1300,9773
"ESS10e03_2",10,"3.2","02.11.2023",26662,"FR",1.0048459,1.8812797,2.817406,5.3003283,7,6,4,5,5,9,8,7,8,6,9,8,7,5,0.00011970819,1292,10086
"ESS10e03_2",10,"3.2","02.11.2023",26666,"FR",1.063905,0.8319061,2.817406,2.343817,6,6,4,6,7,9,6,7,6,6,8,8,9,8,0.000113063,1328,9909
"ESS10e03_2",10,"3.2","02.11.2023",26671,"FR",1.0175035,0.8256621,2.817406,2.3262253,5,6,6,6,5,8,6,6,6,7,5,8,10,8,0.00011821903,1304,9820
"ESS10e03_2",10,"3.2","02.11.2023",26688,"FR",0.9837857,0.7467615,2.817406,2.1039302,4,4,3,6,6,5,0,5,4,3,7,5,4,8,0.00012227082,1340,9943
"ESS10e03_2",10,"3.2","02.11.2023",26692,"FR",0.9924261,0.82283,2.817406,2.3182461,5,3,3,4,88,5,3,2,5,6,9,7,7,6,0.000121206285,1301,9799
"ESS10e03_2",10,"3.2","02.11.2023",26696,"FR",0.9927003,0.98927444,2.817406,2.7871876,8,5,3,5,6,5,6,6,7,5,3,7,8,7,0.00012117281,1305,10041
"ESS10e03_2",10,"3.2","02.11.2023",26700,"FR",0.98771983,0.7853867,2.817406,2.212753,7,4,3,3,3,4,2,2,3,3,3,6,9,3,0.00012178381,1299,9825
"ESS10e03_2",10,"3.2","02.11.2023",26706,"FR",0.9985615,0.7527563,2.817406,2.12082,2,2,2,2,6,7,4,3,3,5,7,8,4,2,0.00012046156,1295,10044
"ESS10e03_2",10,"3.2","02.11.2023",26710,"FR",0.9950991,0.88164884,2.817406,2.4839625,6,5,5,6,5,6,5,6,10,7,5,8,8,8,0.0001208807,1303,9730
"ESS10e03_2",10,"3.2","02.11.2023",26723,"FR",0.99083585,0.74200636,2.817406,2.090533,5,2,2,3,5,5,5,3,3,2,2,5,8,5,0.000121400815,1304,9819
"ESS10e03_2",10,"3.2","02.11.2023",26731,"FR",0.9902507,1.5798342,2.817406,4.451034,2,1,0,0,4,4,3,2,4,5,5,6,10,3,0.00012147255,1339,9998
"ESS10e03_2",10,"3.2","02.11.2023",26738,"FR",0.99360436,1.2820293,2.817406,3.611997,0,1,0,0,7,5,5,3,3,2,5,5,8,8,0.000121062556,1311,9945
"ESS10e03_2",10,"3.2","02.11.2023",26761,"FR",1.0189178,1.2108916,2.817406,3.4115732,3,3,3,3,2,5,3,3,3,5,3,6,8,8,0.00011805494,1335,9901
"ESS10e03_2",10,"3.2","02.11.2023",26763,"FR",0.9947177,0.756957,2.817406,2.1326551,4,2,2,3,0,9,0,1,4,3,6,9,9,6,0.000120927056,1295,10001
"ESS10e03_2",10,"3.2","02.11.2023",26783,"FR",1.0017598,0.81387705,2.817406,2.293022,5,6,5,6,8,7,4,5,6,4,4,8,9,6,0.00012007698,1301,9993
"ESS10e03_2",10,"3.2","02.11.2023",26802,"FR",0.98110753,1.1876055,2.817406,3.3459668,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0.00012260459,1311,9719
"ESS10e03_2",10,"3.2","02.11.2023",26806,"FR",0.99558204,0.95053554,2.817406,2.6780443,3,3,3,4,4,7,4,4,7,5,7,8,8,8,0.000120822064,1292,10075
"ESS10e03_2",10,"3.2","02.11.2023",26809,"FR",0.9927676,1.0082465,2.817406,2.8406398,6,5,4,5,5,6,7,7,6,6,9,6,9,9,0.000121164594,1296,9853
"ESS10e03_2",10,"3.2","02.11.2023",26836,"FR",0.9970135,1.0856957,2.817406,3.0588455,3,0,4,3,3,8,4,2,4,3,7,10,8,7,0.0001206486,1301,9864
"ESS10e03_2",10,"3.2","02.11.2023",26844,"FR",1.0069588,0.821804,2.817406,2.3153553,4,4,3,4,2,4,6,4,5,4,3,6,8,7,0.000119457,1298,9838
"ESS10e03_2",10,"3.2","02.11.2023",26847,"FR",1.0020312,0.813107,2.817406,2.2908525,3,6,4,5,77,8,4,4,5,3,7,8,0,0,0.000120044446,1304,9818
"ESS10e03_2",10,"3.2","02.11.2023",26851,"FR",1.0043515,0.8704967,2.817406,2.4525425,8,6,4,7,5,7,7,6,8,8,8,7,10,10,0.000119767115,1298,9792
"ESS10e03_2",10,"3.2","02.11.2023",26852,"FR",1.0054826,0.7692335,2.817406,2.167243,9,8,6,88,3,8,7,8,8,7,9,8,8,8,0.00011963239,1301,9728
"ESS10e03_2",10,"3.2","02.11.2023",26857,"FR",1.0013174,0.81719965,2.817406,2.3023832,6,4,5,7,5,7,6,5,7,6,4,7,5,5,0.000120130026,1297,10048
"ESS10e03_2",10,"3.2","02.11.2023",26874,"FR",1.0027366,1.8629458,2.817406,5.2486744,8,5,5,7,9,8,6,7,7,8,10,9,10,10,0.000119959994,1305,9743
"ESS10e03_2",10,"3.2","02.11.2023",26902,"FR",0.9815463,0.8161926,2.817406,2.299546,9,6,3,8,88,8,6,6,8,8,9,8,5,5,0.00012254978,1340,9962
"ESS10e03_2",10,"3.2","02.11.2023",26906,"FR",1.0189178,0.64961827,2.817406,1.8302383,7,6,6,7,7,10,7,7,9,6,8,9,9,7,0.00011805494,1335,9901
"ESS10e03_2",10,"3.2","02.11.2023",26909,"FR",1.0068319,1.0963871,2.817406,3.0889676,5,4,4,5,6,9,5,5,5,4,4,6,8,8,0.00011947205,1301,10007
"ESS10e03_2",10,"3.2","02.11.2023",26916,"FR",1.0072652,0.92315996,2.817406,2.6009164,2,0,1,3,4,3,3,0,3,7,4,8,8,8,0.00011942067,1335,9902
"ESS10e03_2",10,"3.2","02.11.2023",26917,"FR",1.0161632,1.8878902,2.817406,5.318953,8,5,6,5,3,6,5,6,6,5,6,7,9,7,0.00011837496,1305,10039
"ESS10e03_2",10,"3.2","02.11.2023",26921,"FR",1.0025316,0.76099104,2.817406,2.1440206,10,6,3,5,6,9,4,10,8,7,8,9,9,8,0.00011998452,1340,9941
"ESS10e03_2",10,"3.2","02.11.2023",26949,"FR",0.9904038,0.7576977,2.817406,2.134742,7,6,6,7,9,8,4,9,5,3,8,7,8,8,0.00012145378,1301,9715
"ESS10e03_2",10,"3.2","02.11.2023",26958,"FR",0.9878338,1.0779022,2.817406,3.036888,0,1,0,3,5,5,4,4,3,3,6,6,7,6,0.00012176976,1340,9957
"ESS10e03_2",10,"3.2","02.11.2023",26964,"FR",1.0085977,1.2775059,2.817406,3.5992525,4,3,2,5,4,5,2,3,4,3,2,6,2,6,0.00011926289,1292,10016
"ESS10e03_2",10,"3.2","02.11.2023",26980,"FR",0.99059,1.288393,2.817406,3.629926,4,0,0,0,77,0,0,6,0,0,0,0,10,0,0.00012143095,1301,9994
"ESS10e03_2",10,"3.2","02.11.2023",26985,"FR",0.9818131,2.0871036,2.817406,5.880218,5,4,4,5,5,8,6,5,6,5,7,6,8,7,0.00012251647,1294,9868
"ESS10e03_2",10,"3.2","02.11.2023",27007,"FR",1.0162346,0.7610267,2.817406,2.144121,7,5,3,7,5,9,7,7,9,7,6,9,8,8,0.00011836664,1299,9827
"ESS10e03_2",10,"3.2","02.11.2023",27013,"FR",0.9927676,0.7451832,2.817406,2.0994835,5,4,1,5,5,8,3,3,5,7,7,7,8,0,0.000121164594,1296,9853
"ESS10e03_2",10,"3.2","02.11.2023",27019,"FR",1.0069588,0.7582982,2.817406,2.1364338,5,2,2,6,5,4,5,4,4,6,7,5,7,7,0.000119457,1298,9838
